,CITY,NICKNAME,TEAM_ID,W,L,W_HOME,L_HOME,W_ROAD,L_ROAD,TEAM_TURNOVERS,TEAM_REBOUNDS,GP,GS,ACTUAL_MINUTES,ACTUAL_SECONDS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,OFF_REB,DEF_REB,TOT_REB,AST,PF,STL,TOTAL_TURNOVERS,BLK,PTS,AVG_REB,AVG_PTS,DQ,OFFENSIVE_EFFICIENCY,SCORING_MARGIN,SEASON,GAME_DATE,GAME_ID,HOME_FLAG,AWAY_FLAG,HOME_WIN_PCTG,AWAY_WIN_PCTG,TOTAL_WIN_PCTG,ROLLING_SCORING_MARGIN,ROLLING_OE,NUM_REST_DAYS
5204,San Antonio,Spurs,1610612759,0,1,0,1,0,0,0,12,1,5,240,0,38,98,0.388,11,39,0.282,12,16,0.75,10,39,61,26,23,4,12,4,99,61.0,99.0,1,0.5079365079365079,-18.0,2022-23,2022-12-02,0022200333,1,0,0.25,0.2727272727272727,0.2608695652173913,-10.333333333333334,0.5818738795838033,2.0
5205,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,3,1,5,240,0,40,92,0.435,12,42,0.286,25,26,0.962,10,43,56,25,18,9,9,5,117,56.0,117.0,0,0.5603448275862069,18.0,2022-23,2022-12-02,0022200333,0,1,0.7272727272727273,0.5454545454545454,0.6363636363636364,13.333333333333334,0.5586489542114189,2.0
5206,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,1,1,5,240,0,45,86,0.523,14,33,0.424,22,26,0.846,12,40,53,28,16,10,20,4,126,53.0,126.0,0,0.5983606557377049,18.0,2022-23,2022-11-30,0022200318,1,0,0.7272727272727273,0.5,0.6190476190476191,0.3333333333333333,0.5560778713318061,2.0
5207,OPPONENTS, Raptors,1610612761,0,1,0,0,0,1,0,14,1,5,240,0,42,88,0.477,11,38,0.289,13,19,0.684,3,27,44,29,21,12,16,7,108,44.0,108.0,0,0.5461538461538461,-18.0,2022-23,2022-11-30,0022200318,0,1,0.8,0.2727272727272727,0.5238095238095238,-0.3333333333333333,0.5465201465201465,2.0
5208,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,6,1,5,240,0,39,87,0.448,9,32,0.281,18,20,0.9,14,35,55,21,18,12,22,8,105,55.0,105.0,0,0.5172413793103449,4.0,2022-23,2022-11-28,0022200304,1,0,0.7,0.5,0.6,0.6666666666666666,0.5649576527525711,3.0
5209,OPPONENTS, Thunder,1610612760,0,1,0,0,0,1,0,8,1,5,240,0,34,92,0.37,12,38,0.316,21,23,0.913,18,29,55,16,22,11,19,4,101,55.0,101.0,0,0.45871559633027525,-4.0,2022-23,2022-11-28,0022200304,0,1,0.5,0.2727272727272727,0.38095238095238093,-4.333333333333333,0.5039149398078822,2.0
5210,Memphis,Grizzlies,1610612763,1,0,1,0,0,0,0,8,1,5,240,0,47,91,0.516,18,38,0.474,20,27,0.741,13,33,54,26,20,4,14,4,132,54.0,132.0,0,0.6186440677966102,21.0,2022-23,2022-11-25,0022200279,1,0,0.7777777777777778,0.4,0.5789473684210527,1.6666666666666667,0.5801350136089177,3.0
5211,OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,9,1,5,240,0,37,86,0.43,10,31,0.323,27,31,0.871,11,30,50,26,22,9,13,4,111,50.0,111.0,0,0.5526315789473685,-21.0,2022-23,2022-11-25,0022200279,0,1,0.6666666666666666,0.5,0.5789473684210527,14.333333333333334,0.6049094510469724,2.0
5212,San Antonio,Spurs,1610612759,0,1,0,1,0,0,2,10,1,5,240,0,41,85,0.482,10,34,0.294,18,28,0.643,8,29,47,31,23,11,20,1,110,47.0,110.0,0,0.5625,-19.0,2022-23,2022-11-23,0022200269,1,0,0.3333333333333333,0.3,0.3157894736842105,-24.0,0.5393491972477064,3.0
5213,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,9,1,5,240,0,47,82,0.573,14,33,0.424,21,30,0.7,8,34,51,33,22,8,21,5,129,51.0,129.0,0,0.625,19.0,2022-23,2022-11-23,0022200269,0,1,0.6666666666666666,0.5555555555555556,0.6111111111111112,18.666666666666668,0.6115821156143736,2.0
5214,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,4,1,5,240,0,49,91,0.538,15,42,0.357,15,21,0.714,11,39,54,30,16,15,14,5,128,54.0,128.0,0,0.6370967741935484,45.0,2022-23,2022-11-21,0022200253,1,0,0.6666666666666666,0.5,0.5882352941176471,17.0,0.6094634715465771,3.0
5215,OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,1,8,1,5,240,0,28,74,0.378,10,43,0.233,17,19,0.895,4,30,42,17,20,9,27,5,83,42.0,83.0,0,0.39473684210526316,-45.0,2022-23,2022-11-21,0022200253,0,1,0.875,0.1,0.4444444444444444,-9.333333333333334,0.5307357541139671,1.0
5216,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,2,5,1,5,240,0,43,85,0.506,17,33,0.515,21,24,0.875,12,34,51,30,18,4,15,6,124,51.0,124.0,0,0.6186440677966102,14.0,2022-23,2022-11-16,0022200217,1,0,0.7142857142857143,0.5,0.6,12.666666666666666,0.6082263851719695,1.0
5217,OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,8,1,5,240,0,44,89,0.494,11,32,0.344,11,17,0.647,7,30,45,25,18,2,12,1,110,45.0,110.0,0,0.5798319327731093,-14.0,2022-23,2022-11-16,0022200217,0,1,0.5,0.2857142857142857,0.4,-13.666666666666666,0.5648604269293924,3.0
5218,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,8,1,5,240,0,43,91,0.473,18,38,0.474,9,12,0.75,7,36,51,31,20,2,10,8,113,51.0,113.0,0,0.592,11.0,2022-23,2022-11-15,0022200206,1,0,0.6666666666666666,0.5,0.5714285714285714,4.333333333333333,0.5655337084850491,3.0
5219,OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,0,11,1,5,240,0,38,92,0.413,9,35,0.257,17,25,0.68,14,37,62,16,17,6,11,8,102,62.0,102.0,0,0.5142857142857142,-11.0,2022-23,2022-11-15,0022200206,0,1,0.8333333333333334,0.4444444444444444,0.6,-3.3333333333333335,0.5406746031746031,2.0
5220,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,8,1,5,240,0,42,86,0.488,8,29,0.276,27,31,0.871,12,24,44,28,23,13,12,1,119,44.0,119.0,0,0.6140350877192983,13.0,2022-23,2022-11-12,0022200191,1,0,0.6,0.5,0.5384615384615384,2.0,0.5613467925971986,2.0
5221,OPPONENTS, Rockets,1610612745,0,1,0,0,0,1,0,4,1,5,240,0,40,79,0.506,12,36,0.333,14,18,0.778,10,33,47,24,23,7,26,4,106,47.0,106.0,1,0.5378151260504201,-13.0,2022-23,2022-11-12,0022200191,0,1,0.3333333333333333,0.1,0.15384615384615385,-4.333333333333333,0.5776656778739028,3.0
5222,New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,7,1,5,240,0,33,79,0.418,10,28,0.357,19,24,0.792,9,36,52,19,21,3,17,5,95,52.0,95.0,1,0.49056603773584906,-11.0,2022-23,2022-11-10,0022200175,1,0,0.5,0.5,0.5,-4.666666666666667,0.5683086416643108,1.0
5223,OPPONENTS, Trail Blazers,1610612757,1,0,0,0,1,0,1,7,1,5,240,0,37,85,0.435,12,34,0.353,20,26,0.769,11,35,53,25,14,8,9,2,106,53.0,106.0,0,0.5740740740740741,11.0,2022-23,2022-11-10,0022200175,0,1,0.6,0.8571428571428571,0.75,8.0,0.5820064747249967,1.0
5224,Chicago,Bulls,1610612741,0,1,0,1,0,0,0,3,1,5,240,0,44,87,0.506,7,27,0.259,16,18,0.889,6,29,38,23,23,5,15,8,111,38.0,111.0,0,0.5630252100840336,-4.0,2022-23,2022-11-09,0022200166,1,0,0.5714285714285714,0.3333333333333333,0.46153846153846156,0.3333333333333333,0.5736802121307143,2.0
5225,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,0,7,1,5,240,0,42,84,0.5,3,19,0.158,28,36,0.778,13,37,57,20,18,8,16,5,115,57.0,115.0,0,0.5794392523364486,4.0,2022-23,2022-11-09,0022200166,0,1,0.6666666666666666,0.5,0.5454545454545454,-2.0,0.5870782957523611,2.0
5226,Indiana,Pacers,1610612754,1,0,1,0,0,0,0,4,1,5,240,0,43,86,0.5,22,48,0.458,21,23,0.913,10,35,49,33,19,6,17,8,129,49.0,129.0,0,0.6031746031746031,7.0,2022-23,2022-11-07,0022200147,1,0,0.6,0.4,0.5,0.6666666666666666,0.5506968402261898,3.0
5227,OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,0,7,1,5,240,0,48,97,0.495,14,34,0.412,12,17,0.706,13,30,50,32,20,7,10,4,122,50.0,122.0,0,0.6349206349206349,-7.0,2022-23,2022-11-07,0022200147,0,1,0.6666666666666666,0.42857142857142855,0.5,-0.3333333333333333,0.5873842592592592,2.0
5228,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,1,14,1,5,240,0,41,81,0.506,12,29,0.414,20,29,0.69,9,28,51,24,21,10,16,2,114,51.0,114.0,0,0.5803571428571429,9.0,2022-23,2022-11-04,0022200128,1,0,0.6666666666666666,0.6,0.625,9.0,0.5950396825396825,2.0
5229,OPPONENTS, Warriors,1610612744,0,1,0,0,0,1,1,7,1,5,240,0,35,71,0.493,12,32,0.375,23,25,0.92,3,26,36,23,25,7,23,1,105,36.0,105.0,0,0.5087719298245614,-9.0,2022-23,2022-11-04,0022200128,0,1,0.75,0.0,0.3,-5.666666666666667,0.559264828738513,1.0
5230,Los Angeles,Lakers,1610612747,1,0,1,0,0,0,1,4,1,5,265,0,45,98,0.459,10,36,0.278,20,23,0.87,11,45,60,30,17,6,18,8,120,60.0,120.0,0,0.5555555555555556,3.0,2022-23,2022-11-02,0022200117,1,0,0.5,0.0,0.2857142857142857,1.6666666666666667,0.5459984760187601,3.0
5231,OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,6,1,5,265,0,47,102,0.461,8,25,0.32,15,21,0.714,11,40,57,35,20,10,14,5,117,57.0,117.0,0,0.5857142857142857,-3.0,2022-23,2022-11-02,0022200117,0,1,0.5,0.6,0.5714285714285714,1.6666666666666667,0.5826217843459224,3.0
5232,LA,Clippers,1610612746,0,1,0,1,0,0,1,7,1,5,240,0,36,86,0.419,11,39,0.282,8,13,0.615,8,31,46,24,15,3,15,6,91,46.0,91.0,0,0.5128205128205128,-21.0,2022-23,2022-10-30,0022200088,1,0,0.0,0.5,0.3333333333333333,-14.333333333333334,0.523600124149407,3.0
5233,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,3,9,1,5,240,0,46,93,0.495,15,36,0.417,5,8,0.625,12,38,59,32,15,9,13,1,112,59.0,112.0,0,0.6190476190476191,21.0,2022-23,2022-10-30,0022200088,0,1,0.5,0.75,0.6666666666666666,3.3333333333333335,0.5945908963150343,2.0
5234,Phoenix,Suns,1610612756,1,0,1,0,0,0,0,7,1,5,240,0,48,92,0.522,10,33,0.303,18,20,0.9,14,33,54,33,18,7,12,7,124,54.0,124.0,0,0.6585365853658537,13.0,2022-23,2022-10-28,0022200079,1,0,1.0,0.5,0.8,19.666666666666668,0.6276156204184993,3.0
5235,OPPONENTS, Pelicans,1610612740,0,1,0,0,0,1,1,9,1,5,240,0,38,86,0.442,15,37,0.405,20,22,0.909,9,24,42,25,21,10,14,1,111,42.0,111.0,0,0.5431034482758621,-13.0,2022-23,2022-10-28,0022200079,0,1,0.5,0.6666666666666666,0.6,-4.0,0.5808342825584205,3.0
5236,New Orleans,Pelicans,1610612740,1,0,1,0,0,0,0,12,1,5,240,0,44,76,0.579,12,27,0.444,13,18,0.722,4,22,38,25,21,7,14,3,113,38.0,113.0,0,0.6216216216216216,2.0,2022-23,2022-10-25,0022200053,1,0,0.5,1.0,0.75,4.333333333333333,0.5915402127791508,2.0
5237,OPPONENTS, Mavericks,1610612742,0,1,0,0,0,1,1,10,1,5,240,0,41,82,0.5,12,39,0.308,17,24,0.708,11,26,47,18,16,8,12,5,111,47.0,111.0,0,0.5841584158415841,-2.0,2022-23,2022-10-25,0022200053,0,1,1.0,0.0,0.3333333333333333,12.333333333333334,0.5703936175328447,3.0
5238,New Orleans,Pelicans,1610612740,0,1,0,1,0,0,0,17,1,5,265,0,48,102,0.471,8,27,0.296,17,22,0.773,14,31,62,30,22,8,17,6,121,62.0,121.0,1,0.5777777777777777,-1.0,2022-23,2022-10-23,0022200040,1,0,0.0,1.0,0.6666666666666666,11.0,0.6003330055719437,2.0
5239,OPPONENTS, Jazz,1610612762,1,0,0,0,1,0,1,13,1,5,265,0,43,98,0.439,13,38,0.342,23,28,0.821,15,29,57,29,20,13,17,6,122,57.0,122.0,0,0.5581395348837209,1.0,2022-23,2022-10-23,0022200040,0,1,1.0,1.0,1.0,9.333333333333334,0.5830275262559804,2.0
5240,Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,8,1,5,240,0,44,97,0.454,13,34,0.382,11,14,0.786,11,26,45,30,24,9,14,4,112,45.0,112.0,0,0.5692307692307692,-12.0,2022-23,2022-10-21,0022200017,1,0,0.0,1.0,0.5,7.5,0.5904005085823267,2.0
5241,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,1,10,1,5,240,0,42,89,0.472,8,22,0.364,32,37,0.865,15,38,63,23,14,9,16,7,124,63.0,124.0,0,0.5752212389380531,12.0,2022-23,2022-10-21,0022200017,0,1,,1.0,1.0,17.0,0.6116106194690265,2.0
5242,Brooklyn,Nets,1610612751,0,1,0,1,0,0,0,7,1,5,240,0,40,89,0.449,10,33,0.303,18,24,0.75,9,30,46,22,25,10,16,10,108,46.0,108.0,1,0.5254237288135594,-22.0,2022-23,2022-10-19,0022200006,1,0,0.0,,0.0,-22.0,0.5254237288135594,
5243,OPPONENTS, Pelicans,1610612740,1,0,0,0,1,0,1,7,1,5,240,0,50,102,0.49,12,26,0.462,18,25,0.72,21,40,68,31,21,9,13,4,130,68.0,130.0,0,0.648,22.0,2022-23,2022-10-19,0022200006,0,1,,1.0,1.0,22.0,0.648,
5244,Chicago,Bulls,1610612741,1,0,1,0,0,0,1,4,1,5,240,0,40,95,0.421,6,30,0.2,17,22,0.773,11,37,52,21,16,15,4,7,103,52.0,103.0,0,0.5596330275229358,22.0,2022-23,2023-04-09,0022201223,1,0,0.5365853658536586,0.43902439024390244,0.4878048780487805,4.0,0.5640023077399051,2.0
5245,OPPONENTS, Pistons,1610612765,0,1,0,0,0,1,1,6,1,5,240,0,31,85,0.365,9,33,0.273,10,13,0.769,15,44,65,20,16,1,25,3,81,65.0,81.0,1,0.4434782608695652,-22.0,2022-23,2023-04-09,0022201223,0,1,0.21951219512195122,0.1951219512195122,0.2073170731707317,-10.0,0.5369605795392902,2.0
5246,Dallas,Mavericks,1610612742,0,1,0,1,0,0,1,4,1,5,240,0,42,93,0.452,18,55,0.327,10,13,0.769,7,36,47,23,15,7,10,3,112,47.0,112.0,0,0.5462184873949579,-3.0,2022-23,2023-04-07,0022201210,1,0,0.575,0.36585365853658536,0.4691358024691358,-0.3333333333333333,0.5753071063020104,2.0
5247,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,5,1,5,240,0,46,88,0.523,11,31,0.355,12,18,0.667,8,42,55,24,15,6,12,4,115,55.0,115.0,0,0.603448275862069,3.0,2022-23,2023-04-07,0022201210,0,1,0.525,0.43902439024390244,0.48148148148148145,-9.333333333333334,0.5550280586902038,2.0
5248,Milwaukee,Bucks,1610612749,1,0,1,0,0,0,1,5,1,5,240,0,39,92,0.424,18,46,0.391,9,11,0.818,13,40,58,26,13,7,13,3,105,58.0,105.0,0,0.5508474576271186,13.0,2022-23,2023-04-05,0022201193,1,0,0.8,0.65,0.725,12.666666666666666,0.6131008335079429,1.0
5249,OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,0,8,1,5,240,0,36,83,0.434,11,33,0.333,9,11,0.818,5,33,46,28,11,10,15,3,92,46.0,92.0,0,0.5289256198347108,-13.0,2022-23,2023-04-05,0022201193,0,1,0.525,0.425,0.475,-3.3333333333333335,0.5697256279383667,1.0
5250,Chicago,Bulls,1610612741,1,0,1,0,0,0,2,5,1,5,240,0,50,94,0.532,9,31,0.29,19,22,0.864,4,32,41,29,13,9,3,6,128,41.0,128.0,0,0.6475409836065574,21.0,2022-23,2023-04-02,0022201165,1,0,0.5384615384615384,0.4358974358974359,0.48717948717948717,13.333333333333334,0.6255322703625272,2.0
5251,OPPONENTS, Grizzlies,1610612763,0,1,0,0,0,1,0,6,1,5,240,0,39,84,0.464,19,43,0.442,10,12,0.833,8,39,53,29,22,1,18,3,107,53.0,107.0,0,0.5528455284552846,-21.0,2022-23,2023-04-02,0022201165,0,1,0.85,0.39473684210526316,0.6282051282051282,-5.333333333333333,0.5754108750764927,2.0
5252,Charlotte,Hornets,1610612766,0,1,0,1,0,0,1,9,1,5,240,0,35,77,0.455,14,37,0.378,7,10,0.7,4,32,45,27,21,3,22,5,91,45.0,91.0,0,0.5081967213114754,-30.0,2022-23,2023-03-31,0022201148,1,0,0.34210526315789475,0.325,0.3333333333333333,-7.0,0.5795327714693523,3.0
5253,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,5,1,5,240,0,45,88,0.511,13,31,0.419,18,22,0.818,9,33,47,25,13,12,7,4,121,47.0,121.0,0,0.6306306306306306,30.0,2022-23,2023-03-31,0022201148,0,1,0.5263157894736842,0.4358974358974359,0.4805194805194805,2.3333333333333335,0.6125838265516458,2.0
5254,Chicago,Bulls,1610612741,0,1,0,1,0,0,0,4,1,5,240,0,45,88,0.511,9,33,0.273,11,13,0.846,6,26,36,31,22,10,14,4,110,36.0,110.0,0,0.5984251968503937,-11.0,2022-23,2023-03-29,0022201140,1,0,0.5263157894736842,0.42105263157894735,0.47368421052631576,-4.333333333333333,0.62181806078588,2.0
5255,OPPONENTS, Lakers,1610612747,1,0,0,0,1,0,1,11,1,5,240,0,45,86,0.523,7,20,0.35,24,30,0.8,13,32,56,22,14,10,16,3,121,56.0,121.0,0,0.6036036036036037,11.0,2022-23,2023-03-29,0022201140,0,1,0.5384615384615384,0.4594594594594595,0.5,2.0,0.5857722011435013,3.0
5256,LA,Clippers,1610612746,1,0,1,0,0,0,3,7,1,5,240,0,48,81,0.593,20,40,0.5,8,16,0.5,6,31,44,41,17,10,18,4,124,44.0,124.0,0,0.664179104477612,12.0,2022-23,2023-03-27,0022201129,1,0,0.5384615384615384,0.5135135135135135,0.5263157894736842,4.333333333333333,0.6231853845526466,2.0
5257,OPPONENTS, Bulls,1610612741,0,1,0,0,0,1,1,7,1,5,240,0,44,82,0.537,9,23,0.391,15,21,0.714,8,26,41,26,11,9,15,3,112,41.0,112.0,0,0.6086956521739131,-12.0,2022-23,2023-03-27,0022201129,0,1,0.5405405405405406,0.42105263157894735,0.48,8.666666666666666,0.6418551902910333,1.0
5258,Los Angeles,Lakers,1610612747,0,1,0,1,0,0,0,5,1,5,240,0,38,75,0.507,13,36,0.361,19,28,0.679,8,30,43,24,18,5,18,4,108,43.0,108.0,0,0.5688073394495413,-10.0,2022-23,2023-03-26,0022201114,1,0,0.5384615384615384,0.4444444444444444,0.49333333333333335,2.0,0.590178476577814,2.0
5259,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,4,1,5,240,0,47,87,0.54,14,31,0.452,10,13,0.769,8,34,46,32,23,8,9,2,118,46.0,118.0,0,0.6583333333333333,10.0,2022-23,2023-03-26,0022201114,0,1,0.5405405405405406,0.43243243243243246,0.4864864864864865,4.333333333333333,0.6040360046457608,2.0
5260,Portland,Trail Blazers,1610612757,0,1,0,1,0,0,2,7,1,5,240,0,37,86,0.43,6,31,0.194,16,18,0.889,8,23,38,23,14,10,14,5,96,38.0,96.0,0,0.5217391304347826,-28.0,2022-23,2023-03-24,0022201104,1,0,0.4722222222222222,0.40540540540540543,0.4383561643835616,-10.333333333333334,0.556593506646529,2.0
5261,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,5,1,5,240,0,48,84,0.571,17,28,0.607,11,14,0.786,11,36,52,33,19,6,17,8,124,52.0,124.0,0,0.6585365853658537,28.0,2022-23,2023-03-24,0022201104,0,1,0.5405405405405406,0.4166666666666667,0.4794520547945205,2.3333333333333335,0.5471259954630243,2.0
5262,Chicago,Bulls,1610612741,0,1,0,1,0,0,0,8,1,5,240,0,34,83,0.41,6,25,0.24,17,22,0.773,15,27,50,18,16,7,19,4,91,50.0,91.0,0,0.49523809523809526,-25.0,2022-23,2023-03-22,0022201087,1,0,0.5405405405405406,0.4,0.4722222222222222,-2.3333333333333335,0.5417059412624824,2.0
5263,OPPONENTS, 76ers,1610612755,1,0,0,0,1,0,3,7,1,5,240,0,39,82,0.476,16,37,0.432,22,26,0.846,11,33,51,30,22,9,18,4,116,51.0,116.0,0,0.5798319327731093,25.0,2022-23,2023-03-22,0022201087,0,1,0.7027027027027027,0.6571428571428571,0.6805555555555556,13.666666666666666,0.5966678597694641,2.0
5264,Philadelphia,76ers,1610612755,0,1,0,1,0,0,2,8,1,5,290,0,38,90,0.422,10,36,0.278,19,22,0.864,9,45,62,28,25,8,21,8,105,62.0,105.0,1,0.5076923076923077,-4.0,2022-23,2023-03-20,0022201072,1,0,0.7027027027027027,0.6470588235294118,0.676056338028169,18.333333333333332,0.6028207482752937,2.0
5265,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,11,1,5,290,0,39,94,0.415,7,33,0.212,24,29,0.828,4,38,53,20,18,12,11,7,109,53.0,109.0,1,0.48760330578512395,4.0,2022-23,2023-03-20,0022201072,0,1,0.5555555555555556,0.4,0.4788732394366197,8.666666666666666,0.5771685816031714,2.0
5266,Chicago,Bulls,1610612741,1,0,1,0,0,0,4,6,1,5,240,0,45,80,0.563,17,34,0.5,6,6,1.0,5,27,38,34,18,8,14,5,113,38.0,113.0,0,0.6422764227642277,14.0,2022-23,2023-03-18,0022201060,1,0,0.5555555555555556,0.38235294117647056,0.4714285714285714,6.333333333333333,0.5878624927981564,1.0
5267,OPPONENTS, Heat,1610612748,0,1,0,0,0,1,1,10,1,5,240,0,35,82,0.427,10,37,0.27,19,24,0.792,14,25,49,23,10,4,14,2,99,49.0,99.0,0,0.5523809523809524,-14.0,2022-23,2023-03-18,0022201060,0,1,0.6486486486486487,0.4,0.5277777777777778,3.0,0.5963707813222376,3.0
5268,Chicago,Bulls,1610612741,1,0,1,0,0,0,1,7,1,5,290,0,51,94,0.543,11,24,0.458,26,30,0.867,6,41,54,23,21,9,12,6,139,54.0,139.0,1,0.6016260162601627,8.0,2022-23,2023-03-17,0022201050,1,0,0.5428571428571428,0.38235294117647056,0.463768115942029,4.333333333333333,0.57912749473389,2.0
5269,OPPONENTS, Timberwolves,1610612750,0,1,0,0,0,1,1,7,1,5,290,0,46,100,0.46,18,42,0.429,21,31,0.677,14,36,57,33,24,6,16,8,131,57.0,131.0,1,0.5851851851851851,-8.0,2022-23,2023-03-17,0022201050,0,1,0.5405405405405406,0.4411764705882353,0.49295774647887325,3.6666666666666665,0.6019913571058861,2.0
5270,Chicago,Bulls,1610612741,0,1,0,1,0,0,1,9,1,5,240,0,38,97,0.392,16,42,0.381,22,25,0.88,13,35,57,28,24,13,15,4,114,57.0,114.0,1,0.5196850393700787,-3.0,2022-23,2023-03-15,0022201037,1,0,0.5294117647058824,0.38235294117647056,0.45588235294117646,8.666666666666666,0.5872811414877489,4.0
5271,OPPONENTS, Kings,1610612758,1,0,0,0,1,0,1,6,1,5,240,0,38,78,0.487,18,42,0.429,23,29,0.793,5,40,51,26,19,6,20,3,117,51.0,117.0,0,0.5378151260504201,3.0,2022-23,2023-03-15,0022201037,0,1,0.6,0.6060606060606061,0.6029411764705882,1.0,0.5584182971323873,2.0
5272,Houston,Rockets,1610612745,0,1,0,1,0,0,0,10,1,5,240,0,41,85,0.482,16,34,0.471,13,17,0.765,6,27,43,28,19,10,16,3,111,43.0,111.0,0,0.5609756097560976,-8.0,2022-23,2023-03-11,0022201009,1,0,0.2727272727272727,0.17647058823529413,0.22388059701492538,-13.0,0.5350684808584817,2.0
5273,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,9,1,5,240,0,44,86,0.512,15,32,0.469,16,22,0.727,13,31,53,25,17,7,14,9,119,53.0,119.0,0,0.6160714285714286,8.0,2022-23,2023-03-11,0022201009,0,1,0.5454545454545454,0.38235294117647056,0.4626865671641791,8.666666666666666,0.617936290176687,3.0
5274,Denver,Nuggets,1610612743,0,1,0,1,0,0,0,6,1,5,240,0,37,88,0.42,15,40,0.375,7,15,0.467,11,33,50,26,16,5,11,2,96,50.0,96.0,0,0.5526315789473685,-21.0,2022-23,2023-03-08,0022200989,1,0,0.8571428571428571,0.5161290322580645,0.696969696969697,0.0,0.5928061679622786,2.0
5275,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,1,3,1,5,240,0,46,89,0.517,8,24,0.333,17,18,0.944,9,41,53,26,16,9,9,2,117,53.0,117.0,0,0.6260869565217392,21.0,2022-23,2023-03-08,0022200989,0,1,0.5454545454545454,0.36363636363636365,0.45454545454545453,-1.0,0.6088408295625347,3.0
5276,Chicago,Bulls,1610612741,0,1,0,1,0,0,1,8,1,5,240,0,45,74,0.608,10,22,0.455,22,25,0.88,4,29,41,18,20,6,15,3,122,41.0,122.0,0,0.6116504854368932,-3.0,2022-23,2023-03-05,0022200963,1,0,0.5454545454545454,0.34375,0.4461538461538462,-7.333333333333333,0.5938773711208154,2.0
5277,OPPONENTS, Pacers,1610612754,1,0,0,0,1,0,0,5,1,5,240,0,48,94,0.511,16,44,0.364,13,16,0.813,13,22,40,27,18,5,9,6,125,40.0,125.0,0,0.6410256410256411,3.0,2022-23,2023-03-05,0022200963,0,1,0.5454545454545454,0.34375,0.4461538461538462,-2.0,0.5955912302556312,3.0
5278,Chicago,Bulls,1610612741,0,1,0,1,0,0,1,10,1,5,240,0,39,83,0.47,7,23,0.304,19,25,0.76,9,25,44,24,15,7,9,1,104,44.0,104.0,0,0.5887850467289719,-21.0,2022-23,2023-03-03,0022200950,1,0,0.5625,0.34375,0.453125,-8.333333333333334,0.5817342889545354,2.0
5279,OPPONENTS, Suns,1610612756,1,0,0,0,1,0,2,11,1,5,240,0,42,84,0.5,20,47,0.426,21,25,0.84,13,28,52,29,20,6,11,7,125,52.0,125.0,0,0.6396396396396397,21.0,2022-23,2023-03-03,0022200950,0,1,0.6774193548387096,0.42424242424242425,0.546875,10.666666666666666,0.5887339336736144,2.0
5280,Detroit,Pistons,1610612765,0,1,0,1,0,0,1,7,1,5,240,0,39,78,0.5,14,35,0.4,23,28,0.821,7,33,47,23,23,8,17,2,115,47.0,115.0,0,0.5585585585585585,-2.0,2022-23,2023-03-01,0022200934,1,0,0.25806451612903225,0.21875,0.23809523809523808,-5.666666666666667,0.5489441334017697,2.0
5281,OPPONENTS, Bulls,1610612741,1,0,0,0,1,0,0,9,1,5,240,0,41,85,0.482,12,27,0.444,23,31,0.742,10,30,49,27,22,9,15,4,117,49.0,117.0,0,0.5811965811965812,2.0,2022-23,2023-03-01,0022200934,0,1,0.5806451612903226,0.34375,0.4603174603174603,5.333333333333333,0.5828836099477908,1.0
5282,Toronto,Raptors,1610612761,1,0,1,0,0,0,1,8,1,5,240,0,38,94,0.404,15,42,0.357,13,19,0.684,19,28,55,26,17,11,12,6,104,55.0,104.0,0,0.5663716814159292,6.0,2022-23,2023-02-28,0022200925,1,0,0.6060606060606061,0.36666666666666664,0.49206349206349204,-5.0,0.5207855347973341,2.0
